(866.8289320518485, 1110.1447420599927)
(863.9220800998673, 1106.0765469160422)
(861.0073508200252, 1102.0139919040785)
(856.2844580642591, 1100.3725644711617)
(851.6220861245672, 1098.5663839995661)
(847.0269089977085, 1096.5955092768113)
(842.4901159353319, 1094.4937222492626)
(838.0464083657454, 1092.2016788299532)
(833.737619043939, 1089.6650798115256)
(829.5491688960269, 1086.9343499899478)
(825.4608846725855, 1084.0558204854333)
(824.196546708095, 1079.2183160139575)
(823.0872106966376, 1074.342931555919)
(822.1377334046326, 1069.4339099760145)
(821.2961113043159, 1064.5052517163806)
(820.6795037737062, 1059.543417866563)
(820.1683516254428, 1054.5696141429198)
(820.0564963292518, 1049.5708654602279)
(820.0006896666719, 1044.5711769082866)
(819.8184081890287, 1039.5745006667328)
(819.3985206929149, 1036.9474251297845)
(818.9595746710941, 1032.6550093035517)
(819.464228639534, 1025.4175728973785)
(821.6465522070655, 1015.2332912185549)
(826.6171984462412, 1004.389367489366)
(831.8873783284517, 993.6640221433302)
(837.7238353787349, 987.040562233504)
(845.2117667703491, 983.1967819769418)
(850.34646813477, 982.0069132999317)
(855.7211155384601, 981.2404019880289)
(861.5698385296475, 980.1336722767776)
(868.1761410371222, 978.250462537951)
(871.8372547658556, 975.2723549285689)
(874.5800435850537, 973.6104387074831)
(880.1055410293982, 971.7209734577848)
(884.5476204382192, 971.9803692454261)
(889.8530320861771, 969.2267188713544)
(895.069984387769, 969.1042177901725)
(898.818840268981, 966.0287430423342)
(903.8433276938811, 965.7269037970927)
(908.0574841157842, 964.5857346448556)
(912.6946355697621, 963.3346390369189)
(916.1334703859942, 962.6747101271151)
(920.016644120744, 962.8621691020617)
(925.6980410923034, 961.2795957878776)
(930.6681510493435, 960.6507530792034)
(933.5394435323909, 962.1135286872066)
(937.0973563042912, 963.2997626863269)
(942.2214400383301, 961.5053446195931)
(948.3415438484827, 961.8212428194007)
(953.9791506241711, 961.3108108124626)
(960.1659842895492, 959.4379222199212)
(966.681627936991, 958.0466067998206)
(971.2575560520089, 957.3499671926676)
(975.3286883457376, 957.2940644463681)
(981.1880735170554, 957.7417638317877)
(985.9059685073647, 958.4061445793275)
(989.6950514304231, 958.9793022184788)
(994.727612664387, 957.95024132958)
(999.4306341203597, 957.21098551622)
(1006.0789562949844, 953.5004301131179)
(1011.7315411991362, 954.6682398962271)
(1016.5809524044793, 955.1859491220004)
(1020.8167119909144, 955.5918914649444)
(1026.0465058797743, 954.4658050949674)
(1030.105531885399, 954.8312544201007)
(1035.7983431374169, 954.3770129183667)
(1041.1942317546145, 954.5401966416531)
(1046.6270663535934, 953.5437858612765)
(1049.6701527007538, 953.7421360645818)
(1057.6493735337237, 951.824916597444)
(1063.7128378973707, 950.8770189655617)
(1070.9494100277793, 949.9446087771056)
(1074.9777919041683, 951.340218214889)
(1080.1309084412367, 950.7081467782455)
(1086.1045316541256, 949.4094684493159)
(1091.5580939053737, 947.2956532750633)
(1094.759562431336, 948.9772070266437)
(1101.2098986427777, 946.8847625728023)
(1107.0427509275905, 948.2402414448155)
(1111.9428347388143, 949.5034291702217)
(1115.375300598202, 949.1065000604381)
(1123.0439790791859, 949.568785191026)
(1128.8395800494354, 948.6302559367031)
(1135.6262549653, 949.232529812085)
(1141.6204810405482, 949.4250069875661)
(1146.620122241565, 949.883473337339)
(1152.155701657701, 950.219626366783)
(1159.0235846962655, 950.474933596793)
(1163.4672944796648, 950.435469156781)
(1170.0131527972007, 949.919477493871)
(1175.738626628881, 949.941162809689)
(1182.1565324644466, 950.2749988794342)
(1188.1428123279052, 949.4315139990251)
(1193.6334551602565, 949.8953469538576)
(1199.1800948826362, 949.6656768829422)
(1205.058714703001, 949.5349976200305)
(1210.4205417946464, 949.9166783496703)
(1215.8698033830108, 950.5643918711936)
(1223.279246614937, 946.2568703223686)
(1227.4094721679717, 948.7263884546518)
(1234.1573863433232, 947.0737718492758)
(1238.062264267361, 948.5819995413459)
(1244.1301421506669, 948.5481707158003)
(1250.0977531681756, 947.7602126919866)
(1255.0139722369574, 948.3564707605085)
(1258.796088079816, 948.4796486959107)
(1267.2380619822677, 947.7778577646619)
(1265.8965712232148, 949.209097955323)
(1261.6137083551182, 946.6289650802411)
(1257.3400441082656, 944.0336242731074)
(1252.7197572149785, 942.1223553167018)
(1248.1147904122106, 940.174463957974)
(1243.5292303383876, 938.1813159932306)
(1239.358520157674, 935.42356752963)
(1234.8128975008271, 933.340945465606)
(1230.2896717513645, 931.2101172652582)
(1225.79244831357, 929.0249441941828)
(1221.3203702687395, 926.7887604000941)
(1216.865343011806, 924.5187973739679)
(1212.4337542864284, 922.2034094217869)
(1210.365989003192, 917.6510093148717)
(1205.9664157357563, 915.2753504453229)
(1201.5861373773632, 912.864300569648)
(1197.6986938234952, 909.7198160943342)
(1197.6034063846616, 909.8034004740941)
(1193.7123913197418, 913.8513647127089)
(1187.2818763250852, 921.6926512286597)
(1180.2302206945533, 932.0132286334101)
(1179.375543613924, 940.6177075990453)
(1183.1354263959959, 943.2725931717215)
(1188.763781204838, 943.3156311450863)
(1191.2617788747878, 943.5169486061121)
(1195.5966755567601, 942.8841058390916)
(1201.7125972754118, 942.0192338918208)
(1206.323471262246, 942.9525895240807)
(1209.8659213932644, 943.2550279313823)
(1214.3171421288132, 945.8145604797219)
(1219.8154544778115, 945.7430751820735)
(1225.8097907446866, 944.7582915646326)
(1230.931672873825, 944.9555683109165)
(1232.6588731454333, 943.0175656193287)
(1238.619979293384, 945.8615387750093)
(1244.4470149717042, 945.8020986462201)
(1249.889567361353, 946.7137623207956)
(1255.245451692914, 945.5413489970658)
(1260.8008274769736, 943.7367549628217)
(1266.627248140718, 947.3039117350743)
(1268.5920557939482, 949.7045238308974)
(1270.2397281187978, 949.1201445767646)
(1266.251551955588, 946.1044438470494)
(1262.2515312222138, 943.1044714917474)
(1258.5736461636322, 939.7172659331989)
(1254.363965488552, 942.4151518859136)
(1250.676612458447, 943.9798788566487)
(1242.1647895409837, 948.1762302292547)
(1231.2235429229993, 954.2202343467047)
(1225.9577898586542, 959.0456612849615)
(1228.554539799132, 960.9497741458266)
(1231.606965292892, 961.0634605521788)
(1234.1844229803023, 962.507422050272)
(1235.5023721069776, 962.9802245123013)
(1238.8104487674302, 961.3731642156968)
(1242.0127121115756, 963.5059381871148)
(1246.8242133511167, 28.861913924568334)
(1243.6645838126221, 32.737057945049656)
(1240.9024089138218, 36.90483790906369)
(1238.1307467364738, 41.06631466313291)
(1235.3482162919806, 45.22053231817562)
(1232.5949876033455, 49.39422753801095)
(1229.8586898326548, 53.57904229019692)
(1227.1470931934618, 57.77990454291569)
(1223.8546872672252, 61.542890487200026)
(1220.543182064866, 65.2890796568426)
(1217.2156136985432, 69.02100794761233)
(1214.2877985936343, 73.07414237808308)
(1210.9357182541216, 76.78406925033451)
(1207.9935925888853, 80.82682778504298)
(1205.0337598526573, 84.85664045730863)
(1202.047301557342, 88.8667610104021)
(1199.0455544136735, 92.86545005626164)
(1196.2346785871114, 97.00054099693621)
(1193.4259941340672, 101.13712070041439)
(1190.6156273179295, 105.27255760100321)
(1187.8059063876585, 109.40843336001699)
(1184.9931582591507, 113.54225096189252)
(1182.1800671487695, 117.67583516990064)
(1179.3667131894272, 121.8092404850679)
(1176.552780242067, 125.94225165947347)
(1173.7395055886084, 130.07571095214925)
(1170.9255331488023, 134.2086952381116)
(1168.1123365725562, 138.34220766985737)
(1165.2958692359136, 142.4734921845847)
(1162.1610631889976, 146.3687445574378)
(1159.0290545429052, 150.26624655754026)
(1155.8984739855464, 154.16489573050856)
(1152.7664036940903, 158.06234819197346)
(1149.6332638526567, 161.95894090022787)
(1146.500977382301, 165.85621962616298)
(1143.3671767892774, 169.7522809505219)
(1140.233069216177, 173.6480953352475)
(1137.0985261467238, 177.5435593314542)
(1133.965571515746, 181.44030095494352)
(1130.8338316774186, 185.33801895205835)
(1127.7005156602509, 189.2344699958365)
(1124.5702994537367, 193.1334117112865)
(1121.4412091485444, 197.03325707513775)
(1118.309343614074, 200.9308740745357)
(1115.1775753322697, 204.82856921770505)
(1112.0476636356716, 208.72775538554808)
(1108.918874616685, 212.6278424710717)
(1105.7900471578673, 216.5278987184801)
(1103.2662018065823, 220.84417079549252)
(1100.7257934308402, 225.15071526692896)
(1098.1600843165913, 229.44223443163747)
(1095.5718117768665, 233.72018315270768)
(1092.9566842005227, 237.9817682755752)
(1089.6625773845587, 241.74326535586377)
(1086.3336199456749, 245.47395461793045)
(1082.9592053221347, 249.1635787110379)
(1079.5580348496583, 252.82855339269042)
(1077.1095493598032, 257.18801652545903)
(1074.3381070020266, 261.34963967724985)
(1071.566521173666, 265.5111672809107)
(1068.7993860476315, 269.675655628147)
(1066.0299721650158, 273.83862893418393)
(1063.2605758868542, 278.00161395151275)
(1060.4882653783754, 282.1626588256493)
(1057.7195720420586, 286.3261113844561)
(1054.9496484412773, 290.48874555596757)
(1052.1826542738775, 294.65332756111235)
(1049.4141982196713, 298.8169379026224)
(1046.6453116453617, 302.9802619518177)
(1043.8762434474227, 307.1434652035414)
(1041.1064547648375, 311.3061891499283)
(1038.3360295764207, 315.4684895085504)
(1035.569065514289, 319.63309151581)
(1032.801778958272, 323.7974792399404)
(1030.0345933829835, 327.9619340652345)
(1027.2658229953715, 332.12533538395013)
(1024.4969066459091, 336.28863963054084)
(1021.2492152598372, 340.09028409850924)
(1018.5332182192304, 344.2883026877267)
(1015.856160860434, 348.5112594596714)
(1012.6863944314291, 352.378116165777)
(1009.515233256888, 356.24382914077694)
(1006.3456308546425, 360.1108202982118)
(1003.1784321817615, 363.97978043841755)
(1000.0101805679147, 367.8478783833198)
(996.8459014744307, 371.7192267038071)
(993.9216594699674, 375.7749397976209)
(991.0316944160335, 379.855148369133)
(988.1759003676399, 383.95934626313857)
(985.35274934793, 388.0860663069398)
(982.3086282439004, 392.0525920794518)
(979.5647261896147, 396.23242479338745)
(976.8238069072222, 400.414214062039)
(974.0802586868248, 404.5942790331075)
(971.3370000105401, 408.77453402951494)
(968.5941591153528, 412.95506316153734)
(965.8506211650059, 417.13513487324354)
(963.1072387034169, 421.31530863391976)
(960.3671271429839, 425.4976272057626)
(957.6232407194503, 429.67747018065387)
(954.8806636327047, 433.85817238521923)
(951.4441586370855, 437.4900360135902)
(948.0301521751844, 441.1430566647908)
(944.6344689896715, 444.8131160244776)
(942.012664925201, 449.0705969049427)
(939.4277016389055, 453.3505460645128)
(936.8627403507204, 457.6425122328454)
(933.5408463400885, 461.3794923213831)
(930.0673621404917, 464.976005565506)
(926.7903836457458, 468.7524340296733)
(923.5422772410067, 472.5537239138432)
(920.3048706701742, 476.3641305450482)
(917.0821310470463, 480.18695009631165)
(913.8756510488828, 484.0234180059099)
(910.7014608335501, 487.8866441806097)
(907.041687924659, 491.29341130727784)
(903.4247339309326, 494.74560536428953)
(899.8180540029645, 498.20853185747296)
(896.2469472054227, 501.7081312974876)
(892.7098947344493, 505.24214598585297)
(889.195300856609, 508.7984966257432)
(885.709381385108, 512.3829582921877)
(882.2456517849474, 515.9888669511766)
(878.8029324522763, 519.6148404199782)
(875.401078481448, 523.2791806827213)
(872.0158927016715, 526.9589248635576)
(868.6629360997313, 530.668059806574)
(865.3299309080048, 534.3951332418478)
(862.0341064929295, 538.1551254526102)
(858.7638318555244, 541.9373607435386)
(855.5248264640496, 545.7464084032559)
(852.3167820733438, 549.5815682678849)
(849.1401912098235, 553.4428207182951)
(845.971123608209, 557.3102501664425)
(842.8009076457156, 561.1767383341668)
(839.6284413801837, 565.0413803349298)
(836.4545482582502, 568.9048505950125)
(833.2811325480816, 572.768713005924)
(830.105724730667, 576.6309384256921)
(826.9373543467667, 580.4989390862949)
(823.7725199371502, 584.3698334480292)
(820.6051136162112, 588.2386235945835)
(817.438520932257, 592.1080797287099)
(814.2748102697628, 595.9798925914424)
(811.1111268318772, 599.8517276996112)
(807.9464560648521, 603.7227558493845)
(804.7815439488543, 607.5935866772573)
(801.6165984252766, 611.4643901898095)
(798.4534403292233, 615.3366544963067)
(795.9081299600249, 619.6403035438535)
(793.3653888892521, 623.9454711186414)
(790.822616866356, 628.2506204121709)
(788.277170917288, 632.5541892707315)
(785.7297855710483, 636.856610437675)
(783.1856669168625, 641.1609640794456)
(780.6427448637615, 645.4660247563529)
(778.1006514056103, 649.7715747618719)
(775.5603818776885, 654.0782011359044)
(773.0262581517036, 658.3884467137572)
(770.4876710176133, 662.6960650072729)
(767.9540106755493, 667.0065829890301)
(765.4251880165817, 671.3199408410396)
(762.8876454781184, 675.628174570248)
(760.3519501576009, 679.9374957745104)
(757.8102721585458, 684.2432910493834)
(755.2718751019337, 688.5510213546582)
(752.735794626568, 692.8601159025267)
(750.2016073815681, 697.1703241349999)
(747.671685840478, 701.483037549537)
(745.1317673469432, 705.7898709624054)
(742.5969333611428, 710.0996988782775)
(740.0694623661366, 714.4138488953032)
(737.5318501146311, 718.7220415628854)
(734.9957381442609, 723.0311175744852)
(732.4655621304807, 727.343681700303)
(729.943847952231, 731.661199228144)
(727.4048962301009, 735.968602640026)
(724.8691292595817, 740.277881683117)
(722.3324136313242, 744.5866023541927)
(719.0027568630873, 748.3166674750363)
(716.4732613630812, 752.6296307852731)
(713.1365787446371, 756.3534123448941)
(710.6176618220495, 760.6725624391953)
(708.097886982366, 764.9912120843156)
(704.7482474768063, 768.7033428986584)
(702.2414719165403, 773.0295509716078)
(699.7308270858468, 777.3535147242441)
(696.362909940446, 781.0490707178282)
(693.8660244890546, 785.3809944293713)
(690.4917955480088, 789.0707883332918)
(688.0013792480961, 793.4064343812447)
(685.5147078157197, 797.7442293495901)
(682.1280593678829, 801.4226274099914)
(679.6512644029924, 805.7660692136643)
(676.2509624821813, 809.4318497372811)
(672.8496555959487, 813.0966978194895)
(670.3963965552015, 817.4534764550174)
(666.9873420801596, 821.1111188085283)
(664.542644875994, 825.4727074617538)
(661.1191910191443, 829.1168759114855)
(657.689789029946, 832.7554473339649)
(655.2671421493088, 837.1293222855082)
(652.8473443342378, 841.5047740946563)
(649.393813884564, 845.1204520992877)
(645.9381154803467, 848.7340581291545)
(642.4860529883593, 852.3511376902665)
(639.0351824611906, 855.9693544616496)
(635.3956936100534, 859.3977828045565)
(633.0380296191415, 863.8070254272706)
(629.5665059127108, 867.4054310680633)
(625.9187164999802, 870.8250264242963)
(622.259395033221, 874.2322784553202)
(619.9534507714563, 878.6687884645092)
(616.2556512967354, 882.0342422295689)
(612.5642606643536, 885.40672428277)
(608.870650140308, 888.7767749198763)
(606.6291546359924, 893.246192992079)
(602.9325024754398, 896.6129069395182)
(599.2342754301992, 899.9778908506017)
(595.5436783665423, 903.3512413087853)
(593.3891048082521, 907.8632046045045)
(589.6791061738153, 911.2152055192533)
(587.5479722523635, 915.7382872351676)
(585.4006263108267, 920.2536947923395)
(583.2643936613512, 924.7743706342147)
(581.1317217883105, 929.296727396119)
(579.0073848268343, 933.8230053895818)
(576.8739895779173, 938.3450209481462)
(574.7426736965178, 942.8680169257802)
(572.6008815712387, 947.3860614687316)
(568.9566379217192, 950.8094352758021)
(566.858764436125, 955.3480393385554)
(564.7652586030908, 959.8886597066386)
(562.6646698087593, 964.4260076894507)
(558.9631964805669, 967.7874203687687)
(556.892721201881, 972.3385885836725)
(554.8246974391789, 976.8908712766628)
(552.7300739776788, 981.4309761823376)
(550.6314046909026, 985.9692123181885)
(548.5283955508925, 990.5054390053189)
(543.5968513505815, 989.6808956162978)
(550.2614769125121, 989.0440276990994)
(555.1134551493703, 988.35107667878)
(560.7802663197957, 987.0892854947399)
(566.2635017533178, 985.645494152846)
(572.2407792666492, 983.7224404388465)
(578.6592310705513, 981.0100677289765)
(583.3971304449257, 978.6634068898492)
(588.218222213279, 975.8425601889691)
(591.933840809785, 973.143117515105)
(595.4133415532125, 970.0914316386378)
(596.6871677225712, 968.7101463131391)
(599.2333532701027, 965.3256521209938)
(601.7479102498428, 961.261609368069)
(602.2919366913053, 960.0796781837367)
(603.163650069384, 957.5726708284647)
(603.8988171982263, 954.672707459482)
(604.2167154688717, 952.0677653288567)
(604.5643550110588, 957.0556653628097)
(604.254970256108, 952.772045596772)
(604.2201699564339, 952.5792418181315)
(599.7276966391049, 954.7741640247456)
(595.9892112570587, 958.0943638753911)
(593.5899723004516, 962.4811226366063)
(589.6056103841389, 965.501860976787)
(585.6362372447645, 968.5422683311416)
(581.6586306630496, 971.5718963414918)
(577.6810852096829, 974.6016046057315)
(573.7139634487146, 977.6449489723209)
(569.7515982125935, 980.6944836475753)
(565.5395990630897, 983.3887485129103)
(561.3460796850629, 986.1116872243238)
(557.1439888747686, 988.8213796094553)
(552.9409273760238, 991.529566094498)
(548.74636770049, 994.2509020032728)
(544.5605378396546, 996.9856466670645)
(540.6942278520397, 1000.1560799307795)
(536.8277218392383, 1003.3262741287696)
(532.6035678165906, 1006.0014419352724)
(528.7616699418918, 1009.2014139227099)
(526.9068042782009, 1013.8446319199248)
(522.675307742564, 1016.5081703688483)
(518.7917954389075, 1019.6575087418004)
(517.02990651837, 1024.3367979433444)
(513.1098959797673, 1027.4405887509286)
(509.18571201843844, 1030.5391013356455)
(507.5324777899118, 1035.257874119498)
(505.88010491740164, 1039.9769485933957)
(501.8722107234707, 1042.9663940487026)
(497.86415886274057, 1045.955628111418)
(496.30631853157587, 1050.706747295631)
(492.25132703799255, 1053.631989847449)
(490.77426980075165, 1058.4088404749978)
(486.67440702406793, 1061.2708546630065)
(485.21227254785, 1066.0522940669366)
(481.1004039926401, 1068.8970325407997)
(479.7149896404423, 1073.70126266359)
(478.308859667415, 1078.4994705059987)
(474.1183504655027, 1081.227039502136)
(469.97789801632933, 1084.030011766739)
(1243.6484267022336, 32.72382784913667)
(1237.3293006639483, 40.47422436236528)
(1231.8136680678977, 48.81555501552753)
(1226.2787421067062, 57.14409598043429)
(1220.7195305893836, 65.45644626814885)
(1215.2200485935318, 73.8084339224323)
(1209.7552295465523, 82.1831430387998)
(1204.3411690497276, 90.59075559747075)
(1197.7196654410657, 98.08446562391799)
(1191.0583323087442, 105.54279257439669)
(1184.363333186172, 112.9709139215987)
(1178.5156179122716, 121.0828943256303)
(1171.7639941529396, 128.45958576640678)
(1165.8911356129972, 136.55338169723086)
(1159.9798893904142, 144.6191840811228)
(1154.0106031685098, 152.64212755599425)
(1148.00779804868, 160.64002294749227)
(1142.4136819961307, 168.92892309109467)
(1136.8242792601786, 177.2210022667497)
(1131.2312244249654, 185.5106185190437)
(1125.6395595074443, 193.80117238776464)
(1120.0412648391693, 202.08725088167017)
(1114.4421916084789, 210.37280330485626)
(1108.8425316523053, 218.65795921016218)
(1103.2415697180772, 226.9422350029716)
(1097.6420715875108, 235.2275002784944)
(1092.040994796694, 243.5116984161159)
(1086.4416559559645, 251.79707134355252)
(1080.8349114851408, 260.07743464710916)
(1074.5098470777898, 267.82298564383376)
(1068.1911002699162, 275.5736913393165)
(1061.8756221116096, 283.3270606476851)
(1055.5567712164795, 291.07768148508353)
(1049.2354446962224, 298.82628336053784)
(1042.9161110278649, 306.5765105822367)
(1036.5932824539059, 314.3238868364486)
(1030.2698006182131, 322.07072990144377)
(1023.9453212322683, 329.8167585934096)
(1017.6245567616478, 337.56581895624987)
(1011.3067208130094, 345.31726713875696)
(1004.9851652744754, 353.0656821749583)
(998.6710905053882, 360.8201943975533)
(992.3597422847101, 368.5769259023395)
(986.0417335532984, 376.3282332546386)
(979.7239797578541, 384.0797483955738)
(973.4107956870256, 391.8349857799378)
(967.1004319226244, 399.59251819436776)
(962.5918697387594, 408.5184840823948)
(958.0543022764689, 417.42973997172726)
(953.4697725579573, 426.3169266615681)
(946.7796500459299, 433.74944042032183)
(939.9873183353743, 441.0886658517813)
(933.1237435256877, 448.361309169849)
(928.6114783163033, 457.28540367182393)
(924.1023295548695, 466.2110732515955)
(919.5927227259599, 475.13651140603093)
(912.0606133592589, 481.71430195362785)
(907.5982895128145, 490.66347319399716)
(903.1512151027691, 499.6202320492706)
(897.8670210649659, 508.11006675736974)
(892.4405083829124, 516.5096477059357)
(887.0075679927719, 524.9050725741112)
(881.5745089870036, 533.300420681238)
(876.1330289542483, 541.6903131151805)
(870.7019175790231, 550.0869213131316)
(865.2670254559013, 558.4810828323084)
(859.8405712721562, 566.880701573163)
(854.4097374689861, 575.277489304334)
(848.9775016249163, 583.6733700642307)
(843.5444949490231, 592.068752036464)
(838.109230043878, 600.4626721820753)
(832.6717692196917, 608.8551700096257)
(827.2449511937422, 617.2545536842312)
(821.8168291891117, 625.6530947184136)
(816.3889463124118, 634.0517903002781)
(810.9557045260191, 642.4470201178945)
(805.5217739740804, 650.8418041387438)
(798.3930596856026, 657.8547516355708)
(791.39971964979, 665.0027020511445)
(786.4460156771089, 673.6895206259188)
(781.6676965318793, 682.4740334835753)
(774.934314349029, 689.8673794365031)
(768.2065184418653, 697.2658091504054)
(761.4868113572603, 704.6715864017889)
(754.7638669301425, 712.0744249269686)
(748.0546276800629, 719.4896868026674)
(741.3447389844285, 726.9043610161577)
(734.6422963173126, 734.3257666979692)
(729.1956227991602, 742.7122884791762)
(723.9188686917911, 751.2067493855765)
(718.7460872216877, 759.7649227807908)
(713.5685649402095, 768.3202289135248)
(708.4021217348421, 776.8822301168483)
(703.2242416757872, 785.4373197186023)
(698.0466828967238, 793.9926037635271)
(692.8700689739786, 802.5484595532678)
(687.6889989444135, 811.1016176453845)
(682.5081124685314, 819.6548869223349)
(677.3405125141752, 828.2161900189282)
(672.1542924548804, 836.7662263636795)
(666.9457621276961, 845.3026900244)
(661.9540458349285, 853.9677213834037)
(653.1667068060448, 858.7408412008247)
(644.463518172487, 863.6657277587782)
(635.9433515837185, 868.900874490211)
(627.5193525437735, 874.2894030625586)
(619.2524173583523, 879.9159279794185)
(617.2191121975917, 889.7070295580573)
(615.3214845938066, 899.5253292824166)
(607.0313059607804, 905.1175505077003)
(599.0056658635004, 911.083210658005)
(591.13394102458, 917.2505397444348)
(583.4847281165847, 923.6917773497524)
(576.1228510985599, 930.4595514869025)
(569.3045400250461, 937.774647802386)
(559.3556724452554, 938.7846150690788)
(549.5038932712788, 940.49997133155)
(539.7026135188553, 942.4836334032578)
(530.1022377533671, 945.2823447426832)
(520.8326689536304, 949.034023602467)
(516.7509891515646, 958.1630920102185)
